index	line_no	section	name	declared_n	raw_lines	text_rows	multimodal_rows	json_errors	empty_lines	no_conversations	path
720	753	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_four_object_absolute_8811b5f0	7	939	0	939	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_four_object_absolute_8811b5f0.jsonl
721	754	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_four_object_absolute_all_b2001fc2	7	939	0	939	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_four_object_absolute_all_b2001fc2.jsonl
722	755	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_camera_movement_c1ef06a7	391	49702	0	49702	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_camera_movement_c1ef06a7.jsonl
723	756	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_camera_movement_all_4519821d	391	49702	0	49702	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_camera_movement_all_4519821d.jsonl
724	757	=== dataanalyse_swiftmeta.json ===	scannet_cot_cannot_determined_v2_0_all_9bcb6e47	43	11000	0	11000	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_cot_cannot_determined_v2_0_all_9bcb6e47.jsonl
725	758	=== dataanalyse_swiftmeta.json ===	scannet_cot_cannot_determined_v2_1_all_0d6efcfb	43	11000	0	11000	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_cot_cannot_determined_v2_1_all_0d6efcfb.jsonl
726	759	=== dataanalyse_swiftmeta.json ===	scannet_cot_cannot_determined_v2_2_all_e0e795e6	32	8115	0	8115	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_cot_cannot_determined_v2_2_all_e0e795e6.jsonl
727	760	=== dataanalyse_swiftmeta.json ===	1015_vsi_rel_dir_v5_fixed_all_183ae464	813	103438	0	103438	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/1015_vsi_rel_dir_v5_fixed_all_183ae464.jsonl
728	761	=== dataanalyse_swiftmeta.json ===	scannet_2D_spatial_rel_cvbench_QA_all_52739dbd	1035	131555	0	131555	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_2D_spatial_rel_cvbench_QA_all_52739dbd.jsonl
729	762	=== dataanalyse_swiftmeta.json ===	scannet_depth_order_cvbench_QA_mcq_all_1c341fdd	134	16963	0	16963	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_depth_order_cvbench_QA_mcq_all_1c341fdd.jsonl
730	763	=== dataanalyse_swiftmeta.json ===	scannet_relative_distance_cvbench_QA_all_f862d622	569	72370	0	72370	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_relative_distance_cvbench_QA_all_f862d622.jsonl
731	764	=== dataanalyse_swiftmeta.json ===	scannet_height_higher_3dsr_QA_mcq_all_ce97d7d4	523	66462	0	66462	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_height_higher_3dsr_QA_mcq_all_ce97d7d4.jsonl
732	765	=== dataanalyse_swiftmeta.json ===	scannet_location_above_3dsr_QA_mcq_shuffle_all_a1725608	213	27087	0	27087	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_location_above_3dsr_QA_mcq_shuffle_all_a1725608.jsonl
733	766	=== dataanalyse_swiftmeta.json ===	scannet_location_next_to_3dsr_QA_mcq_shuffle_balanced_all_cd0512ed	172	21867	0	21867	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_location_next_to_3dsr_QA_mcq_shuffle_balanced_all_cd0512ed.jsonl
734	767	=== dataanalyse_swiftmeta.json ===	relative_distance_camera.jsonl_part_acdf9c68	9	1146	0	1146	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/relative_distance_camera.jsonl_part_acdf9c68.jsonl
735	768	=== dataanalyse_swiftmeta.json ===	relative_direction_camera.jsonl_part_847984bc	739	93972	0	93972	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/relative_direction_camera.jsonl_part_847984bc.jsonl
736	769	=== dataanalyse_swiftmeta.json ===	relative_distance_camera_edf1d711	9	1146	0	1146	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/relative_distance_camera_edf1d711.jsonl
737	770	=== dataanalyse_swiftmeta.json ===	relative_direction_camera_8d159cee	739	93972	0	93972	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/relative_direction_camera_8d159cee.jsonl
738	771	=== dataanalyse_swiftmeta.json ===	scannet_relative_distance_cvbench_QA_122ba255	569	72370	0	72370	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_relative_distance_cvbench_QA_122ba255.jsonl
739	772	=== dataanalyse_swiftmeta.json ===	scannet_cot_cannot_determined_v2_0_4b7cc284	43	11000	0	11000	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_cot_cannot_determined_v2_0_4b7cc284.jsonl
740	773	=== dataanalyse_swiftmeta.json ===	scannet_cot_cannot_determined_v2_1_9da8c7d8	43	11000	0	11000	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_cot_cannot_determined_v2_1_9da8c7d8.jsonl
741	774	=== dataanalyse_swiftmeta.json ===	scannet_cot_cannot_determined_v2_2_6802a7fd	32	8115	0	8115	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_cot_cannot_determined_v2_2_6802a7fd.jsonl
742	775	=== dataanalyse_swiftmeta.json ===	1015_vsi_rel_dir_v5_fixed_46448c2c	813	103438	0	103438	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/1015_vsi_rel_dir_v5_fixed_46448c2c.jsonl
743	776	=== dataanalyse_swiftmeta.json ===	scannet_height_higher_3dsr_QA_mcq_22b0cf3a	523	66462	0	66462	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_height_higher_3dsr_QA_mcq_22b0cf3a.jsonl
744	777	=== dataanalyse_swiftmeta.json ===	scannet_location_above_3dsr_QA_mcq_shuffle_c6ad9565	213	27087	0	27087	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_location_above_3dsr_QA_mcq_shuffle_c6ad9565.jsonl
745	778	=== dataanalyse_swiftmeta.json ===	scannet_location_next_to_3dsr_QA_mcq_shuffle_balanced_3df3eabe	172	21867	0	21867	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_location_next_to_3dsr_QA_mcq_shuffle_balanced_3df3eabe.jsonl
746	779	=== dataanalyse_swiftmeta.json ===	gemini_vqa_chartgalaxy_train_20250627_c4ee44be	8622	72988	0	72988	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gemini_vqa_chartgalaxy_train_20250627_c4ee44be.jsonl
747	780	=== dataanalyse_swiftmeta.json ===	arxivQA_9a10cde2	4318	47541	0	47541	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/arxivQA_9a10cde2.jsonl
748	781	=== dataanalyse_swiftmeta.json ===	olmocr_20250616_20260123_81c426ec	396	18794	0	18794	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/olmocr_20250616_20260123_81c426ec.jsonl
749	782	=== dataanalyse_swiftmeta.json ===	zebracot_graph_v5_9e3c1951	247	4085	0	4085	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/zebracot_graph_v5_9e3c1951.jsonl
750	783	=== dataanalyse_swiftmeta.json ===	zebracot_maze_v5_076e40a0	98	1079	0	1079	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/zebracot_maze_v5_076e40a0.jsonl
751	784	=== dataanalyse_swiftmeta.json ===	mmifengine-sft-20251223_a7322eef	110	303	0	303	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mmifengine-sft-20251223_a7322eef.jsonl
752	785	=== dataanalyse_swiftmeta.json ===	zebracot_geomerty_v5_b16512f2	86	257	0	257	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/zebracot_geomerty_v5_b16512f2.jsonl
753	786	=== dataanalyse_swiftmeta.json ===	streaming-data-think-1.0_qwen35-plus_20260324_648ea7ed	53223	450557	0	450557	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/streaming-data-think-1.0_qwen35-plus_20260324_648ea7ed.jsonl
754	787	=== dataanalyse_swiftmeta.json ===	infographic_sft_20260402_cabb5edd	3464	34316	0	34316	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/infographic_sft_20260402_cabb5edd.jsonl
755	788	=== dataanalyse_swiftmeta.json ===	watermark_20250429_2db80dab	81	264	0	264	0	0	0	/mnt/afs_agents/hongjiawei/code/ms-swift-hjw/miniModel/.data/official_Qwen35_27B_v33/0770_watermark_20250429_2db80dab.image_mismatch_filtered.jsonl
756	789	=== dataanalyse_swiftmeta.json ===	sensechat_vision_watermark_singleround_mllm_20250417_v1_r982_rm_system_20260326_e1e82ed1	99	976	0	976	0	0	0	/mnt/afs_agents/hongjiawei/code/ms-swift-hjw/miniModel/.data/official_Qwen35_27B_v33/0775_sensechat_vision_watermark_singleround_mllm_20250417_v1_r982_rm_system_20260326_e1e82ed1.image_mismatch_filtered.jsonl
757	790	=== dataanalyse_swiftmeta.json ===	white_image_safety_毛泽东_20241114165043_9d338740	207	1023	0	1023	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_safety_毛泽东_20241114165043_9d338740.jsonl
758	791	=== dataanalyse_swiftmeta.json ===	white_image_safety_毒品_plus_202411211604_7dd4bc90	69	171	0	171	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_safety_毒品_plus_202411211604_7dd4bc90.jsonl
759	792	=== dataanalyse_swiftmeta.json ===	white_image_text_safety_d0613highrisk_en_a509eddf	79	780	0	780	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_text_safety_d0613highrisk_en_a509eddf.jsonl
760	793	=== dataanalyse_swiftmeta.json ===	white_image_d0408_nothink_d0408highrisk_cn_origin_90a7829f	274	906	0	906	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_d0408_nothink_d0408highrisk_cn_origin_90a7829f.jsonl
761	794	=== dataanalyse_swiftmeta.json ===	white_image_d0408_think_d0408highrisk_cn_origin_6d1c87a8	274	906	0	906	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_d0408_think_d0408highrisk_cn_origin_6d1c87a8.jsonl
762	795	=== dataanalyse_swiftmeta.json ===	white_image_d0409_highrisk_1k_think_english_googletranslate_3f1ea5d4	550	908	0	908	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_d0409_highrisk_1k_think_english_googletranslate_3f1ea5d4.jsonl
763	796	=== dataanalyse_swiftmeta.json ===	white_image_safety_d240419_zh_nothink_74748ebd	553	5479	0	5479	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_safety_d240419_zh_nothink_74748ebd.jsonl
764	797	=== dataanalyse_swiftmeta.json ===	white_image_safety_22k_en_qa_d240419_v1_valid_empty_image_filter_d240604_v1_20241031145408_fc474101	523	5176	0	5176	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_safety_22k_en_qa_d240419_v1_valid_empty_image_filter_d240604_v1_20241031145408_fc474101.jsonl
765	798	=== dataanalyse_swiftmeta.json ===	safety_enhance_0421_sft_white_image_22cfb04e	623	6175	0	6175	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/safety_enhance_0421_sft_white_image_22cfb04e.jsonl
766	799	=== dataanalyse_swiftmeta.json ===	xlr_sensechat_vision_watermark_multiround_mllm_20250417_v1_r491_rm_system_20260326_30543a53	49	461	0	461	0	0	0	/mnt/afs_agents/hongjiawei/code/ms-swift-hjw/miniModel/.data/official_Qwen35_27B_v33/0793_xlr_sensechat_vision_watermark_multiround_mllm_20250417_v1_r491_rm_system_20260326_30543a53.image_mismatch_filtered.jsonl
767	800	=== dataanalyse_swiftmeta.json ===	maozedong_white_zh_dfcb18df	176	1750	0	1750	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/maozedong_white_zh_dfcb18df.jsonl
768	801	=== dataanalyse_swiftmeta.json ===	maozedong_white_reverse_9a6a890b	202	2000	0	2000	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/maozedong_white_reverse_9a6a890b.jsonl
769	802	=== dataanalyse_swiftmeta.json ===	white_image_d20250402_safety_nothink_cnenjp_3f98d416	742	7357	1449	5908	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_d20250402_safety_nothink_cnenjp_3f98d416.jsonl
770	803	=== dataanalyse_swiftmeta.json ===	white_image_d0403_nothink_safety_22k_en_qa_d240419_v1_valid_empty_image_filter_d240604_v1_20241031145408_384f5758	1045	5176	0	5176	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_d0403_nothink_safety_22k_en_qa_d240419_v1_valid_empty_image_filter_d240604_v1_20241031145408_384f5758.jsonl
771	804	=== dataanalyse_swiftmeta.json ===	white_image_d0403_think_safety_22k_en_qa_d240419_v1_valid_empty_image_filter_d240604_v1_20241031145408_afde7bee	1045	5176	0	5176	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_d0403_think_safety_22k_en_qa_d240419_v1_valid_empty_image_filter_d240604_v1_20241031145408_afde7bee.jsonl
772	805	=== dataanalyse_swiftmeta.json ===	sensechat_vision_watermark_multiround_mllm_20250417_v1_r982_rm_system_20260326_2e871313	99	975	0	975	0	0	0	/mnt/afs_agents/hongjiawei/code/ms-swift-hjw/miniModel/.data/official_Qwen35_27B_v33/0808_sensechat_vision_watermark_multiround_mllm_20250417_v1_r982_rm_system_20260326_2e871313.image_mismatch_filtered.jsonl
773	806	=== dataanalyse_swiftmeta.json ===	white_image_d0407_safety_15k_english_googletranslate_48292ff6	2715	13451	2641	10810	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_d0407_safety_15k_english_googletranslate_48292ff6.jsonl
774	807	=== dataanalyse_swiftmeta.json ===	white_image_d0409_highrisk_1k_think_english_googletranslate_no_think_8fde7fe4	550	908	0	908	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_d0409_highrisk_1k_think_english_googletranslate_no_think_8fde7fe4.jsonl
775	808	=== dataanalyse_swiftmeta.json ===	white_image_d0407_safety_15k_english_googletranslate_no_think_eee303da	2715	13452	2642	10810	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_d0407_safety_15k_english_googletranslate_no_think_eee303da.jsonl
776	809	=== dataanalyse_swiftmeta.json ===	white_image_safety_22k_zh_question_mix_sft_d240419_v1_valid_empty_image_filter_d240604_v1_20241031145411_0c1b70d0	574	11376	0	11376	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_safety_22k_zh_question_mix_sft_d240419_v1_valid_empty_image_filter_d240604_v1_20241031145411_0c1b70d0.jsonl
777	810	=== dataanalyse_swiftmeta.json ===	white_image_safety_topics_d241114_zh_nothink_6b0c2279	3341	33097	0	33097	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/white_image_safety_topics_d241114_zh_nothink_6b0c2279.jsonl
778	811	=== dataanalyse_swiftmeta.json ===	qwen_watermark_multiround_20250726_db1ead07	350	918	0	918	0	0	0	/mnt/afs_agents/hongjiawei/code/ms-swift-hjw/miniModel/.data/official_Qwen35_27B_v33/0820_qwen_watermark_multiround_20250726_db1ead07.image_mismatch_filtered.jsonl
779	812	=== dataanalyse_swiftmeta.json ===	other_model_watermark_multiround_20250729_5eda2550	1691	4572	0	4572	0	0	0	/mnt/afs_agents/hongjiawei/code/ms-swift-hjw/miniModel/.data/official_Qwen35_27B_v33/0823_other_model_watermark_multiround_20250729_5eda2550.image_mismatch_filtered.jsonl
780	813	=== dataanalyse_swiftmeta.json ===	babyvision_find_diff_3_72e348c1	50	500	0	500	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_find_diff_3_72e348c1.jsonl
781	814	=== dataanalyse_swiftmeta.json ===	babyvision_find_diff_6_b6fb7fb3	50	500	0	500	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_find_diff_6_b6fb7fb3.jsonl
782	815	=== dataanalyse_swiftmeta.json ===	babyvision_find_diff_7_5a3e09bc	50	500	0	500	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_find_diff_7_5a3e09bc.jsonl
783	816	=== dataanalyse_swiftmeta.json ===	babyvision_find_diff_8_0385e832	50	500	0	500	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_find_diff_8_0385e832.jsonl
784	817	=== dataanalyse_swiftmeta.json ===	babyvision_line_observation_3_149e1db7	77	695	0	695	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_line_observation_3_149e1db7.jsonl
785	818	=== dataanalyse_swiftmeta.json ===	babyvision_line_observation_4_8138968c	222	2000	0	2000	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_line_observation_4_8138968c.jsonl
786	819	=== dataanalyse_swiftmeta.json ===	babyvision_count_3d_block_3_beab247c	1030	5100	0	5100	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_count_3d_block_3_beab247c.jsonl
787	820	=== dataanalyse_swiftmeta.json ===	babyvision_count_3d_block_4_76643c59	454	1500	0	1500	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_count_3d_block_4_76643c59.jsonl
788	821	=== dataanalyse_swiftmeta.json ===	babyvision_find_diff_10_6497e588	154	1527	0	1527	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_find_diff_10_6497e588.jsonl
789	822	=== dataanalyse_swiftmeta.json ===	babyvision_find_diff_11_03874700	50	500	0	500	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_find_diff_11_03874700.jsonl
790	823	=== dataanalyse_swiftmeta.json ===	babyvision_maze_1_37ad4ce4	256	2539	0	2539	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_maze_1_37ad4ce4.jsonl
791	824	=== dataanalyse_swiftmeta.json ===	babyvision_find_diff_1_bf6a2ea1	33	1110	0	1110	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_find_diff_1_bf6a2ea1.jsonl
792	825	=== dataanalyse_swiftmeta.json ===	babyvision_mirror_1_b402bd90	91	907	0	907	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_mirror_1_b402bd90.jsonl
793	826	=== dataanalyse_swiftmeta.json ===	babyvision_mirror_2_e82b3b64	198	1964	0	1964	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_mirror_2_e82b3b64.jsonl
794	827	=== dataanalyse_swiftmeta.json ===	babyvision_maze_66fed042	201	1987	0	1987	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_maze_66fed042.jsonl
795	828	=== dataanalyse_swiftmeta.json ===	babyvision_map_1_acf691d7	505	5000	0	5000	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_map_1_acf691d7.jsonl
796	829	=== dataanalyse_swiftmeta.json ===	babyvision_find_diff_12_720e8578	50	500	0	500	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_find_diff_12_720e8578.jsonl
797	830	=== dataanalyse_swiftmeta.json ===	babyvision_count_same_3_c0f28188	182	3000	0	3000	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_count_same_3_c0f28188.jsonl
798	831	=== dataanalyse_swiftmeta.json ===	babyvision_count_cluster_3_e3eceb8f	9	92	0	92	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_count_cluster_3_e3eceb8f.jsonl
799	832	=== dataanalyse_swiftmeta.json ===	babyvision_count_cluster_4_53751515	33	327	0	327	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_count_cluster_4_53751515.jsonl
800	833	=== dataanalyse_swiftmeta.json ===	babyvision_count_cluster_1_63216472	101	1000	0	1000	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_count_cluster_1_63216472.jsonl
801	834	=== dataanalyse_swiftmeta.json ===	babyvision_count_cluster_2_4dbf5b83	16	165	0	165	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/babyvision_count_cluster_2_4dbf5b83.jsonl
